# date	name	status
Illegal	Aggiba, the Malevolent Sh'nn S'yo	Illegal
Illegal	Armament of the Lethal Lords	Illegal
Illegal	Chimaera, the Master of Beasts	Illegal
Illegal	Emperor of Lightning	Illegal
Illegal	Get Your Game On!	Illegal
Illegal	Grizzly, the Red Star Beast	Illegal
Illegal	King Landia the Goldfang	Illegal
Illegal	King of Destruction - Xexex	Illegal
Illegal	Lorelei, the Symphonic Arsenal	Illegal
Illegal	Meteo the Matchless	Illegal
Illegal	Obelisk the Tormentor (original)	Illegal
Illegal	Queen Nereia the Silvercrown	Illegal
Illegal	Queen of Fate - Eternia	Illegal
Illegal	The Seal of Orichalcos	Illegal
Illegal	Skuna, the Leonine Rakan	Illegal
Illegal	Slifer the Sky Dragon (original)	Illegal
Illegal	Stardust Divinity	Illegal
Illegal	Testament of the Arcane Lords	Illegal
Illegal	The Winged Dragon of Ra (original)	Illegal
Illegal	Tyr, the Vanquishing Warlord	Illegal
Illegal	Ulevo	Illegal
2010 Sep	Monster Reborn	Limited
2010 Sep	Monster Gate	Limited
2010 Sep	Magic Cylinder	Semi-limited
2010 Sep	Mind Crush	Limited
2010 Sep	Mind Master	Limited
2010 Sep	Mind Control	Limited
2010 Sep	Mirror Force	Limited
2010 Sep	Mystical Space Typhoon	Semi-limited
2010 Sep	Neo-Spacian Grand Mole	Limited
2010 Sep	Necroface	Limited
2010 Sep	Necro Gardna	Limited
2010 Sep	Night Assailant	Limited
2010 Sep	One for One	Limited
2010 Sep	Ojama Trio	Semi-limited
2010 Sep	Overload Fusion	Limited
2010 Sep	Painful Choice	Forbidden
2010 Sep	Premature Burial	Forbidden
2010 Sep	Plaguespreader Zombie	Limited
2010 Sep	Pot of Greed	Forbidden
2010 Sep	Reasoning	Limited
2010 Sep	Rescue Cat	Forbidden
2010 Sep	Reinforcement of the Army	Limited
2010 Sep	Return from the Different Dimension	Limited
2010 Sep	Right Leg of the Forbidden One	Limited
2010 Sep	Right Arm of the Forbidden One	Limited
2010 Sep	Ring of Destruction	Forbidden
2010 Sep	Raigeki	Forbidden
2010 Sep	Royal Oppression	Limited
2010 Sep	Sangan	Limited
2010 Sep	Scapegoat	Limited
2010 Sep	Snatch Steal	Forbidden
2010 Sep	Snipe Hunter	Semi-limited
2010 Sep	Solemn Judgment	Limited
2010 Sep	Spirit Reaper	Forbidden
2010 Sep	Sinister Serpent	Forbidden
2010 Sep	Sixth Sense	Limited
2010 Sep	Skill Drain	Semi-limited
2010 Sep	Summon Priest	Semi-limited
2010 Sep	Summoner Monk	Limited
2010 Sep	Substitoad	Forbidden
2010 Sep	Swords of Revealing Light	Limited
2010 Sep	Temple of the Kings	Forbidden
2010 Sep	Time Seal	Forbidden
2010 Sep	Torrential Tribute	Limited
2010 Sep	Thousand-Eyes Restrict	Forbidden
2010 Sep	Tragoedia	Limited
2010 Sep	Trishula, Dragon of the Ice Barrier	Limited
2010 Sep	Tsukuyomi	Forbidden
2010 Sep	Trap Dustshoot	Limited
2010 Sep	Tribe-Infecting Virus	Forbidden
2010 Sep	The Transmigration Prophecy	Limited
2010 Sep	The Forceful Sentry	Forbidden
2010 Sep	Ultimate Offering	Semi-limited
2010 Sep	Victory Dragon	Forbidden
2010 Sep	Wall of Revealing Light	Limited
2010 Sep	Witch of the Black Forest	Forbidden
2010 Sep	Yata-Garasu	Forbidden
2011 Mar	Advanced Ritual Art	Limited
2011 Mar	Allure of Darkness	Limited
2011 Mar	Archlord Kristya	Semi-limited
2011 Mar	Advanced Ritual Art	Limited
2011 Mar	Book of Moon	Limited
2011 Mar	Brain Control	Forbidden
2011 Mar	Black Whirlwind	Limited
2011 Mar	Blackwing - Gale the Whirlwind	Limited
2011 Mar	Blackwing - Kalut the Moon Shadow	Limited
2011 Mar	Black Luster Soldier - Envoy of the Beginning	Forbidden
2011 Mar	Bottomless Trap Hole	Semi-limited
2011 Mar	Brionac, Dragon of the Ice Boundary	Limited
2011 Mar	Butterfly Dagger - Elma	Forbidden
2011 Mar	Burial from a Different Dimension	Limited
2011 Mar	Card Trooper	Semi-limited
2011 Mar	Card of Safe Return	Forbidden
2011 Mar	Chaos Emperor Dragon - Envoy of the End	Forbidden
2011 Mar	Charge of the Light Brigade	Limited
2011 Mar	Cyber Stein	Forbidden
2011 Mar	Cyber Jar	Forbidden
2011 Mar	Cathedral of Nobles	Forbidden
2011 Mar	Card Destruction	Limited
2011 Mar	Change of Heart	Forbidden
2011 Mar	Confiscation	Forbidden
2011 Mar	Call of the Haunted	Limited
2011 Mar	Ceasefire	Limited
2011 Mar	Chain Strike	Semi-limited
2011 Mar	Cold Wave	Forbidden
2011 Mar	Crush Card Virus	Forbidden
2011 Mar	Dark Magician of Chaos	Forbidden
2011 Mar	Dark Hole	Limited
2011 Mar	Dandylion	Limited
2011 Mar	Dark Armed Dragon	Limited
2011 Mar	Dark Strike Fighter	Forbidden
2011 Mar	Debris Dragon	Semi-limited
2011 Mar	Delinquent Duo	Forbidden
2011 Mar	Destiny Hero - Malicious	Semi-limited
2011 Mar	Destiny Hero - Disk Commander	Forbidden
2011 Mar	Destiny Draw	Limited
2011 Mar	Dimension Fusion	Forbidden
2011 Mar	Elemental Hero Stratos	Limited
2011 Mar	Emergency Teleport	Limited
2011 Mar	Exodia the Forbidden One	Limited
2011 Mar	Exchange of the Spirit	Forbidden
2011 Mar	Future Fusion	Limited
2011 Mar	Foolish Burial	Limited
2011 Mar	Fiber Jar	Forbidden
2011 Mar	Gateway of the Six	Limited
2011 Mar	Giant Trunade	Limited
2011 Mar	Graceful Charity	Forbidden
2011 Mar	Gladiator Beast Bestiari	Limited
2011 Mar	Goyo Guardian	Forbidden
2011 Mar	Gravity Bind	Limited
2011 Mar	Gorz the Emissary of Darkness	Limited
2011 Mar	Harpie's Feather Duster	Forbidden
2011 Mar	Heavy Storm	Forbidden
2011 Mar	Honest	Limited
2011 Mar	Icarus Attack	Semi-limited
2011 Mar	Imperial Order	Forbidden
2011 Mar	Infernity Launcher	Limited
2011 Mar	Judgment Dragon	Semi-limited
2011 Mar	Left Arm of the Forbidden One	Limited
2011 Mar	Left Leg of the Forbidden One	Limited
2011 Mar	Last Will	Forbidden
2011 Mar	Last Turn	Forbidden
2011 Mar	Level Limit - Area B	Limited
2011 Mar	Limiter Removal	Limited
2011 Mar	Lonefire Blossom	Limited
2011 Mar	Lumina, Lightsworn Summoner	Limited
2011 Mar	Morphing Jar	Limited
2011 Mar	Mass Driver	Forbidden
2011 Mar	Magical Stone Excavation	Semi-limited
2011 Mar	Magical Scientist	Forbidden
2011 Mar	Magical Explosion	Limited
2011 Mar	Makyura the Destructor	Forbidden
2011 Mar	Magician of Faith	Forbidden
2011 Mar	Marshmallon	Limited
2011 Mar	Metamorphosis	Forbidden
2011 Mar	Megamorph	Semi-limited
2011 Mar	Mezuki	Limited
2011 Mar	Mirage of Nightmare	Forbidden
2011 Mar	Monster Reborn	Limited
2011 Mar	Monster Gate	Limited
2011 Mar	Magic Cylinder	Semi-limited
2011 Mar	Mind Crush	Limited
2011 Mar	Mind Master	Limited
2011 Mar	Mind Control	Limited
2011 Mar	Mirror Force	Limited
2011 Mar	Mystical Space Typhoon	Semi-limited
2011 Mar	Neo-Spacian Grand Mole	Limited
2011 Mar	Necroface	Limited
2011 Mar	Necro Gardna	Limited
2011 Mar	Night Assailant	Limited
2011 Mar	One for One	Limited
2011 Mar	Ojama Trio	Semi-limited
2011 Mar	Overload Fusion	Semi-limited
2011 Mar	Painful Choice	Forbidden
2011 Mar	Premature Burial	Forbidden
2011 Mar	Plaguespreader Zombie	Limited
2011 Mar	Pot of Greed	Forbidden
2011 Mar	Reasoning	Limited
2011 Mar	Rescue Cat	Forbidden
2011 Mar	Reinforcement of the Army	Limited
2011 Mar	Return from the Different Dimension	Limited
2011 Mar	Right Leg of the Forbidden One	Limited
2011 Mar	Right Arm of the Forbidden One	Limited
2011 Mar	Ring of Destruction	Forbidden
2011 Mar	Raigeki	Forbidden
2011 Mar	Royal Oppression	Limited
2011 Mar	Royal Tribute	Semi-limited
2011 Mar	Sangan	Limited
2011 Mar	Scapegoat	Limited
2011 Mar	Snatch Steal	Forbidden
2011 Mar	Solemn Judgment	Limited
2011 Mar	Solemn Warning	Semi-limited
2011 Mar	Spirit Reaper	Semi-limited
2011 Mar	Sinister Serpent	Forbidden
2011 Mar	Sixth Sense	Limited
2011 Mar	Summon Priest	Semi-limited
2011 Mar	Summoner Monk	Limited
2011 Mar	Substitoad	Forbidden
2011 Mar	Swords of Revealing Light	Limited
2011 Mar	Temple of the Kings	Forbidden
2011 Mar	Time Seal	Forbidden
2011 Mar	Torrential Tribute	Limited
2011 Mar	Thousand-Eyes Restrict	Forbidden
2011 Mar	Tragoedia	Limited
2011 Mar	Trishula, Dragon of the Ice Barrier	Limited
2011 Mar	Tsukuyomi	Forbidden
2011 Mar	Trap Dustshoot	Limited
2011 Mar	Tribe-Infecting Virus	Forbidden
2011 Mar	The Transmigration Prophecy	Limited
2011 Mar	The Forceful Sentry	Forbidden
2011 Mar	Victory Dragon	Forbidden
2011 Mar	Wall of Revealing Light	Limited
2011 Mar	Witch of the Black Forest	Forbidden
2011 Mar	Yata-Garasu	Forbidden
2011 Sep	Advanced Ritual Art	Limited
2011 Sep	Allure of Darkness	Limited
2011 Sep	Archlord Kristya	Semi-limited
2011 Sep	Advanced Ritual Art	Limited
2011 Sep	Book of Moon	Limited
2011 Sep	Brain Control	Forbidden
2011 Sep	Black Whirlwind	Limited
2011 Sep	Blackwing - Gale the Whirlwind	Limited
2011 Sep	Blackwing - Kalut the Moon Shadow	Limited
2011 Sep	Black Luster Soldier - Envoy of the Beginning	Limited
2011 Sep	Bottomless Trap Hole	Semi-limited
2011 Sep	Brionac, Dragon of the Ice Boundary	Limited
2011 Sep	Butterfly Dagger - Elma	Forbidden
2011 Sep	Burial from a Different Dimension	Limited
2011 Sep	Card Trooper	Semi-limited
2011 Sep	Card of Safe Return	Forbidden
2011 Sep	Chaos Emperor Dragon - Envoy of the End	Forbidden
2011 Sep	Charge of the Light Brigade	Limited
2011 Sep	Cyber Stein	Forbidden
2011 Sep	Cyber Jar	Forbidden
2011 Sep	Cathedral of Nobles	Forbidden
2011 Sep	Card Destruction	Limited
2011 Sep	Change of Heart	Forbidden
2011 Sep	Confiscation	Forbidden
2011 Sep	Call of the Haunted	Semi-limited
2011 Sep	Ceasefire	Limited
2011 Sep	Chain Strike	Semi-limited
2011 Sep	Cold Wave	Forbidden
2011 Sep	Crush Card Virus	Forbidden
2011 Sep	Dark Magician of Chaos	Forbidden
2011 Sep	Dark Hole	Limited
2011 Sep	Dandylion	Limited
2011 Sep	Dark Armed Dragon	Limited
2011 Sep	Dark Strike Fighter	Forbidden
2011 Sep	Debris Dragon	Limited
2011 Sep	Delinquent Duo	Forbidden
2011 Sep	Destiny Hero - Malicious	Semi-limited
2011 Sep	Destiny Hero - Disk Commander	Forbidden
2011 Sep	Destiny Draw	Semi-limited
2011 Sep	Dewloren, Tiger King of the Ice Barrier	Semi-limited
2011 Sep	Dimension Fusion	Forbidden
2011 Sep	Elemental Hero Stratos	Limited
2011 Sep	Emergency Teleport	Limited
2011 Sep	Exodia the Forbidden One	Limited
2011 Sep	Exchange of the Spirit	Forbidden
2011 Sep	Fishborg Blaster	Forbidden
2011 Sep	Formula Synchron	Limited
2011 Sep	Future Fusion	Limited
2011 Sep	Foolish Burial	Limited
2011 Sep	Fiber Jar	Forbidden
2011 Sep	Gateway of the Six	Limited
2011 Sep	Giant Trunade	Forbidden
2011 Sep	Graceful Charity	Forbidden
2011 Sep	Gladiator Beast Bestiari	Limited
2011 Sep	Goyo Guardian	Forbidden
2011 Sep	Gorz the Emissary of Darkness	Limited
2011 Sep	Harpie's Feather Duster	Forbidden
2011 Sep	Heavy Storm	Limited
2011 Sep	Honest	Limited
2011 Sep	Imperial Order	Forbidden
2011 Sep	Infernity Launcher	Limited
2011 Sep	Left Arm of the Forbidden One	Limited
2011 Sep	Left Leg of the Forbidden One	Limited
2011 Sep	Legendary Six Samurai - Shi En	Limited
2011 Sep	Last Will	Forbidden
2011 Sep	Last Turn	Forbidden
2011 Sep	Level Limit - Area B	Limited
2011 Sep	Limiter Removal	Limited
2011 Sep	Lonefire Blossom	Limited
2011 Sep	Lumina, Lightsworn Summoner	Limited
2011 Sep	Morphing Jar	Limited
2011 Sep	Mass Driver	Forbidden
2011 Sep	Magical Stone Excavation	Semi-limited
2011 Sep	Magical Scientist	Forbidden
2011 Sep	Magical Explosion	Limited
2011 Sep	Makyura the Destructor	Forbidden
2011 Sep	Magician of Faith	Forbidden
2011 Sep	Marshmallon	Limited
2011 Sep	Metamorphosis	Forbidden
2011 Sep	Mezuki	Limited
2011 Sep	Mirage of Nightmare	Forbidden
2011 Sep	Monster Reborn	Limited
2011 Sep	Monster Gate	Limited
2011 Sep	Magic Cylinder	Semi-limited
2011 Sep	Mind Crush	Semi-limited
2011 Sep	Mind Master	Forbidden
2011 Sep	Mind Control	Limited
2011 Sep	Mirror Force	Limited
2011 Sep	Neo-Spacian Grand Mole	Limited
2011 Sep	Necroface	Limited
2011 Sep	Necro Gardna	Semi-limited
2011 Sep	Night Assailant	Limited
2011 Sep	One for One	Limited
2011 Sep	Ojama Trio	Semi-limited
2011 Sep	Painful Choice	Forbidden
2011 Sep	Premature Burial	Forbidden
2011 Sep	Plaguespreader Zombie	Limited
2011 Sep	Pot of Avarice	Limited
2011 Sep	Pot of Greed	Forbidden
2011 Sep	Primal Seed	Limited
2011 Sep	Reasoning	Limited
2011 Sep	Rescue Cat	Forbidden
2011 Sep	Reinforcement of the Army	Limited
2011 Sep	Return from the Different Dimension	Limited
2011 Sep	Right Leg of the Forbidden One	Limited
2011 Sep	Right Arm of the Forbidden One	Limited
2011 Sep	Ring of Destruction	Forbidden
2011 Sep	Raigeki	Forbidden
2011 Sep	Royal Oppression	Forbidden
2011 Sep	Royal Tribute	Semi-limited
2011 Sep	Sangan	Limited
2011 Sep	Scapegoat	Limited
2011 Sep	Shien's Smoke Signal	Limited
2011 Sep	Snatch Steal	Forbidden
2011 Sep	Solemn Judgment	Limited
2011 Sep	Solemn Warning	Semi-limited
2011 Sep	Sinister Serpent	Forbidden
2011 Sep	Sixth Sense	Limited
2011 Sep	Summon Priest	Semi-limited
2011 Sep	Summoner Monk	Semi-limited
2011 Sep	Substitoad	Forbidden
2011 Sep	Swords of Revealing Light	Semi-limited
2011 Sep	Temple of the Kings	Forbidden
2011 Sep	T.G. Hyper Librarian	Limited
2011 Sep	Time Seal	Forbidden
2011 Sep	Torrential Tribute	Limited
2011 Sep	Thousand-Eyes Restrict	Forbidden
2011 Sep	Tragoedia	Semi-limited
2011 Sep	Trishula, Dragon of the Ice Barrier	Limited
2011 Sep	Tsukuyomi	Forbidden
2011 Sep	Trap Dustshoot	Limited
2011 Sep	Tribe-Infecting Virus	Forbidden
2011 Sep	The Transmigration Prophecy	Limited
2011 Sep	The Forceful Sentry	Forbidden
2011 Sep	Victory Dragon	Forbidden
2011 Sep	Wall of Revealing Light	Limited
2011 Sep	Witch of the Black Forest	Forbidden
2011 Sep	Yata-Garasu	Forbidden
